timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1454978654.981014,199.557022,136.514267,-692.425842
1454978655.001034,198.431519,136.435593,-692.131836
1454978655.021084,196.704498,135.979492,-692.139771
1454978655.041103,195.352402,135.524872,-691.995667
1454978655.061123,195.051010,135.223892,-691.921265
1454978655.081203,193.022614,134.466721,-691.929871
1454978655.101253,192.571518,134.240280,-691.781616
1454978655.121303,192.270538,134.014145,-691.857422
1454978655.141323,191.894791,133.862961,-691.708984
1454978655.161373,192.494797,133.865082,-691.705688
1454978655.181423,191.442932,133.486679,-691.410217
1454978655.201473,191.594269,133.787292,-691.335449
1454978655.221523,191.518326,133.561874,-691.485046
1454978655.241573,191.593857,133.636765,-691.859863
1454978655.261623,191.968811,133.638153,-691.782837
1454978655.281673,191.066620,133.185287,-691.486206
1454978655.301723,191.592545,133.412354,-691.259094
1454978655.321773,191.593628,133.637222,-691.409912
1454978655.341823,190.694382,133.783875,-691.565430
1454978655.361873,192.120361,134.013992,-691.483276
1454978655.381923,191.369003,133.711334,-691.486389
1454978655.401973,191.142609,133.410614,-691.411621
1454978655.421993,190.615952,133.033691,-691.488159
1454978655.442013,191.439987,132.811462,-691.632812
1454978655.462063,190.839569,132.734497,-691.485901
1454978655.482082,190.163406,132.507401,-691.188843
1454978655.502132,190.161606,132.132629,-690.962524
1454978655.522152,190.311127,131.982712,-691.411133
1454978655.542171,190.161102,131.982254,-691.337036
1454978655.562221,190.084717,131.682068,-691.261353
1454978655.582271,188.958237,131.378311,-691.041565
1454978655.602321,189.031815,131.078735,-690.890076
1454978655.622341,188.581497,131.002075,-690.967285
1454978655.642360,189.481995,131.079941,-691.262573
1454978655.662410,189.330536,130.779572,-691.112366
1454978655.682430,188.352676,130.176422,-690.815674
1454978655.702450,188.126694,129.950546,-690.891113
1454978655.722500,188.277512,130.100784,-691.190796
1454978655.742519,188.802094,130.027802,-691.037659
1454978655.762569,188.728928,130.402283,-691.264404
1454978655.782589,187.901047,129.799683,-690.966858
1454978655.802608,188.126083,129.800400,-691.040588
1454978655.822658,188.124756,129.500336,-691.114563
1454978655.842739,188.351334,129.800674,-691.564331
1454978655.862758,188.802277,130.027435,-691.412659
1454978655.882808,188.125061,129.575409,-691.039795
1454978655.902828,187.975739,129.724869,-691.041138
1454978655.922878,187.900436,129.649536,-691.116333
1454978655.942898,188.650955,129.726822,-691.487427
1454978655.962948,188.575058,129.577011,-691.037292
1454978655.982967,187.523407,129.198212,-691.116821
1454978656.003017,187.898422,129.199463,-691.189697
1454978656.023037,187.824112,129.349197,-691.190674
1454978656.043056,188.422775,129.051254,-691.261292
1454978656.063106,188.423233,129.201706,-690.811829
1454978656.083126,188.046997,128.900146,-691.037842
1454978656.103145,187.597153,128.898254,-691.340332
1454978656.123195,187.221649,128.822220,-691.042175
1454978656.143215,188.123581,129.199966,-691.488464
1454978656.163265,188.198288,129.200836,-690.888062
1454978656.183315,187.821274,128.749435,-690.963623
1454978656.203365,187.672668,129.048828,-691.040466
1454978656.223415,187.521591,128.823441,-690.890503
1454978656.243465,188.122818,129.050125,-691.337952
1454978656.263485,187.671890,128.899048,-690.814941
1454978656.283535,187.520981,128.673294,-691.039978
1454978656.303554,188.121613,128.825485,-690.962158
1454978656.323604,187.596588,128.823700,-690.890076
1454978656.343654,188.498474,129.201508,-691.261414
1454978656.363704,187.448074,129.122955,-691.116943
1454978656.383754,187.522614,129.048447,-690.891296
1454978656.403805,187.896637,128.824615,-691.038452
1454978656.423855,187.521729,128.823135,-691.190491
1454978656.443935,188.124039,129.350403,-691.039062
1454978656.463985,187.672714,129.048752,-691.115479
1454978656.484035,187.897217,128.974838,-690.813965
1454978656.504055,187.297607,129.047653,-690.892578
1454978656.524105,187.296310,128.747498,-691.041504
1454978656.544124,188.573135,129.126785,-691.260742
1454978656.564174,187.898087,129.124466,-691.189453
1454978656.584194,187.297607,129.047653,-690.892578
1454978656.604244,187.146622,128.822037,-690.967590
1454978656.624294,187.146286,128.747040,-690.967346
1454978656.644314,188.122482,128.975113,-691.337708
1454978656.664333,187.296646,128.822495,-691.041748
1454978656.684383,187.220520,128.597458,-690.816406
1454978656.704433,187.670700,128.598679,-691.188843
1454978656.724453,187.745514,128.599319,-690.813477
1454978656.744503,188.197708,129.050613,-691.112549
1454978656.764522,187.071594,128.821854,-690.893005
1454978656.784572,187.522385,128.973206,-691.116028
1454978656.804592,187.671967,128.898895,-690.964966
1454978656.824642,187.522614,129.048447,-690.891296
1454978656.844661,188.124603,129.424957,-691.489258
1454978656.864681,187.296585,128.822647,-690.891724
1454978656.884731,187.897186,128.974915,-690.738953
1454978656.904781,187.521729,128.823135,-691.190491
1454978656.924831,187.597717,129.048477,-691.115845
1454978656.944851,188.198090,129.125534,-691.187805
1454978656.964901,187.522339,128.973282,-691.041016
1454978656.984920,187.821274,128.749435,-690.963623
1454978657.004940,187.671997,128.898819,-691.039917
1454978657.024990,187.072571,128.971252,-691.493530
1454978657.045009,188.273758,129.275787,-691.187927
1454978657.065029,187.523331,129.198364,-690.966797
1454978657.085079,187.371964,128.897827,-690.966614
1454978657.105098,187.072647,129.046783,-690.968811
1454978657.125118,187.297745,129.047348,-691.192505
1454978657.145199,188.422806,129.051193,-691.336304
1454978657.165249,187.597046,128.898468,-691.115356
1454978657.185268,187.820969,128.674362,-691.038330
1454978657.205318,187.821991,128.899353,-691.039124
1454978657.225338,187.897736,129.049469,-691.189209
1454978657.245388,188.347443,128.975967,-691.261475
1454978657.265438,187.971893,128.900101,-690.813293
1454978657.285518,187.520874,128.673523,-690.814941
1454978657.305568,187.746307,128.749084,-691.039001
1454978657.325618,188.273468,129.200714,-691.262634
1454978657.345669,188.273758,129.275787,-691.187927
1454978657.365719,187.672562,129.049057,-690.815491
1454978657.385738,187.597672,129.048553,-691.040894
1454978657.405788,187.673065,129.123749,-691.115723
1454978657.425808,188.348083,129.126053,-691.187012
1454978657.445858,188.348801,129.275970,-691.262512
1454978657.465938,187.974014,129.349945,-690.964844
1454978657.485958,187.747879,129.124390,-690.740356
1454978657.506008,187.373581,129.272980,-690.817932
1454978657.526058,188.198761,129.275528,-691.188354
1454978657.546077,188.349152,129.350967,-691.262756
1454978657.566097,187.221939,128.897369,-690.892456
1454978657.586147,187.671616,128.823898,-690.964661
1454978657.606148,186.996658,128.821426,-691.043396
1454978657.626199,188.348007,129.126205,-691.036987
1454978657.646218,188.349030,129.351196,-691.037781
1454978657.666238,187.522568,129.048523,-690.816284
1454978657.686288,187.672531,129.049133,-690.740479
1454978657.706338,187.521622,128.823364,-690.965515
1454978657.726388,188.123688,129.275406,-691.038757
1454978657.746438,188.347549,129.051437,-690.811768
1454978657.766488,187.671539,128.824051,-690.814697
1454978657.786538,187.071320,128.746704,-691.042725
1454978657.806558,187.447723,129.047958,-691.116699
1454978657.826607,188.123474,129.200180,-691.263489
1454978657.846627,188.122330,128.975403,-691.037720
1454978657.866677,187.522232,128.973511,-690.816040
1454978657.886758,187.521210,128.748520,-690.815247
1454978657.906808,187.671204,128.749054,-690.814453
1454978657.926826,188.122742,129.050262,-691.187988
1454978657.946877,187.595871,128.673782,-690.814575
1454978657.966927,187.372223,128.972977,-690.816895
1454978657.986977,187.520798,128.673660,-690.664978
1454978658.007027,187.521896,128.898514,-690.815796
1454978658.027078,188.123352,129.200409,-691.038513
1454978658.047096,187.521866,128.898590,-690.740784
1454978658.067147,187.371506,128.823059,-690.741333
1454978658.087167,187.670258,128.523911,-690.963623
1454978658.107217,187.221939,128.897369,-690.892456
1454978658.127267,188.047668,129.050156,-691.038391
1454978658.147317,187.147232,128.972183,-690.818115
1454978658.167367,187.371536,128.822983,-690.816345
1454978658.187417,187.896240,128.749771,-690.888184
1454978658.207467,187.296967,128.897568,-690.967041
1454978658.227517,187.973022,129.124878,-691.039062
1454978658.247566,187.522232,128.973511,-690.816040
1454978658.267617,187.670517,128.599060,-690.813904
1454978658.287637,187.371460,128.823120,-690.666382
1454978658.307656,187.596542,128.823776,-690.815063
1454978658.327706,188.272781,129.050720,-691.262146
1454978658.347726,187.521622,128.823364,-690.965515
1454978658.367776,187.522308,128.973358,-690.966003
1454978658.387794,187.673355,129.198822,-691.041016
1454978658.407815,187.371643,128.822754,-691.041321
1454978658.427865,188.048813,129.274918,-691.264160
1454978658.447884,187.597610,129.048706,-690.890869
1454978658.467904,187.522232,128.973511,-690.816040
1454978658.487954,187.671539,128.824051,-690.814697
1454978658.507974,187.672714,129.048752,-691.115479
1454978658.528023,188.198059,129.125610,-691.112793
1454978658.548043,187.372665,129.047760,-691.042114
1454978658.568093,187.522614,129.048447,-690.891296
1454978658.588113,187.373428,129.197601,-691.192627
1454978658.608132,187.823318,129.199432,-690.965149
1454978658.628182,187.898758,129.274460,-691.190002
1454978658.648201,187.522614,129.048447,-690.891296
1454978658.668252,187.672272,128.973969,-690.890198
1454978658.688271,187.072006,128.896698,-691.043274
1454978658.708291,187.522003,128.898285,-691.040771
1454978658.728341,187.823166,129.124069,-691.339905
1454978658.748391,187.522964,129.123444,-690.891541
1454978658.768411,187.523590,129.273514,-690.817078
1454978658.788460,187.372559,129.047989,-690.817139
1454978658.808480,187.672180,128.898453,-691.414917
1454978658.828530,188.273132,129.125717,-691.262390
1454978658.848580,187.522308,128.973358,-690.966003
1454978658.868630,187.673355,129.198822,-691.041016
1454978658.888680,187.446365,128.747955,-691.115662
1454978658.908700,187.072388,128.971619,-691.118530
1454978658.928750,188.123016,129.125412,-691.038208
1454978658.948769,187.520920,128.673447,-690.889954
1454978658.968789,187.596359,128.748474,-691.114807
1454978658.988839,187.520920,128.673447,-690.889954
1454978659.008859,186.921722,128.821014,-691.193848
1454978659.028877,188.348465,129.200974,-691.262207
1454978659.048928,187.596893,128.898773,-690.815369
1454978659.068948,187.296310,128.747498,-691.041504
1454978659.088998,187.521591,128.823441,-690.890503
1454978659.109017,188.347702,129.051132,-691.111694
1454978659.129066,188.122742,129.050262,-691.187988
1454978659.149086,187.671616,128.823898,-690.964661
1454978659.169137,187.972000,128.899872,-691.038269
1454978659.189156,187.670776,128.598541,-691.338867
1454978659.209206,188.272110,128.900711,-691.261597
1454978659.229287,188.423126,129.126251,-691.261597
1454978659.249336,187.671936,128.898972,-690.889954
1454978659.269387,187.522003,128.898285,-691.040771
1454978659.289437,187.672607,129.048981,-690.890503
1454978659.309487,188.123428,129.200256,-691.188477
1454978659.329507,188.347733,129.051056,-691.186707
1454978659.349557,187.447723,129.047958,-691.116699
1454978659.369576,187.521545,128.823517,-690.815491
1454978659.389626,187.521591,128.823441,-690.890503
1454978659.409646,188.197784,129.050461,-691.262573
1454978659.429696,187.972794,129.049652,-691.263794
1454978659.449746,187.597198,128.973846,-690.740601
1454978659.469766,187.072922,129.121933,-690.819092
1454978659.489784,187.521652,128.823288,-691.040527
1454978659.509835,188.048019,129.125153,-691.038635
1454978659.529855,188.197876,129.125992,-690.737793
1454978659.549905,187.895477,128.599930,-690.737671
1454978659.569955,187.596786,128.898987,-690.590332
1454978659.590005,187.221588,128.822372,-690.892151
1454978659.610054,188.198349,129.200684,-691.038086
1454978659.630074,188.347595,129.051361,-690.886719
1454978659.650124,187.672226,128.974045,-690.815186
1454978659.670144,187.896271,128.749695,-690.963135
1454978659.690163,187.296539,128.822723,-690.816772
1454978659.710214,187.972794,129.049652,-691.263794
1454978659.730232,188.422287,128.976547,-690.961060
1454978659.750283,187.746994,128.899078,-691.039551
1454978659.770333,187.521942,128.898438,-690.890747
1454978659.790353,187.071655,128.821701,-691.042969
1454978659.810403,188.122330,128.975403,-691.037720
1454978659.830422,187.445953,128.673111,-690.965393
1454978659.850442,187.295517,128.597733,-690.815979
1454978659.870461,187.521545,128.823517,-690.815491
1454978659.890511,187.520981,128.673294,-691.039978
1454978659.910531,188.196686,128.825607,-691.111755
1454978659.930550,187.520920,128.673447,-690.889954
1454978659.950600,187.521942,128.898438,-690.890747
1454978659.970651,187.070770,128.672150,-690.592468
1454978659.990700,187.670975,128.673828,-691.039124
1454978660.010751,188.121719,128.825256,-691.187195
1454978660.030801,187.147614,129.047119,-690.893372
1454978660.050851,187.146317,128.746964,-691.042358
1454978660.070901,187.146103,128.747406,-690.592346
1454978660.090950,187.221313,128.747223,-691.041870
1454978660.111001,187.897659,129.049622,-691.039185
1454978660.131051,187.595444,128.598923,-690.664307
1454978660.151070,187.292892,127.997513,-691.038818
1454978660.171120,187.217758,127.997543,-690.739258
1454978660.191140,186.540756,127.545090,-690.816406
1454978660.211159,187.366165,127.622849,-690.962158
1454978660.231179,186.013428,127.018158,-690.892517
1454978660.251229,185.559891,126.266785,-690.667358
1454978660.271249,185.481796,125.591599,-690.590454
1454978660.291299,185.029221,124.989731,-690.890808
1454978660.311318,185.702164,124.542114,-690.885498
1454978660.331367,184.572830,123.638657,-690.363586
1454978660.351418,184.043747,122.736816,-690.363342
1454978660.371468,184.566116,122.138443,-690.583313
1454978660.391518,184.112946,121.462082,-690.358398
1454978660.411568,184.636719,121.163651,-690.654419
1454978660.431619,184.407181,120.188095,-690.427307
1454978660.451638,183.955368,119.811722,-690.203491
1454978660.471688,184.251694,118.987656,-690.348877
1454978660.491708,184.175400,118.687225,-690.498291
1454978660.511727,184.622803,118.088547,-690.793640
1454978660.531777,183.795319,117.560837,-690.571411
1454978660.551797,184.317886,117.037781,-690.491638
1454978660.571846,183.941467,116.736603,-690.342651
1454978660.591866,184.015320,116.436432,-690.791199
1454978660.611916,184.763855,116.139236,-690.635986
1454978660.631936,183.936356,115.611618,-690.338745
1454978660.651955,184.309296,115.162949,-690.335083
1454978660.672006,184.457397,114.713181,-690.632629
1454978660.692024,184.307465,114.712509,-690.783447
1454978660.712075,185.055862,114.339935,-691.002991
1454978660.732095,184.455765,114.338043,-690.781311
1454978660.752145,184.603180,113.738281,-691.078369
1454978660.772195,184.603867,113.888275,-691.078918
1454978660.792245,184.978973,113.889389,-691.301819
1454978660.812294,185.353485,113.740265,-691.749207
1454978660.832314,184.228058,113.661514,-691.530151
1454978660.852334,184.227936,113.586075,-691.979858
1454978660.872384,184.453995,113.811783,-692.054443
1454978660.892403,184.755157,114.037552,-692.353577
1454978660.912423,184.229248,113.810471,-692.580688
1454978660.932472,183.555740,114.107849,-692.810425
1454978660.952492,183.556396,114.257919,-692.735962
1454978660.972543,183.333145,114.631973,-692.888550
1454978660.992593,183.859406,114.934052,-692.661682
1454978661.012673,183.636749,115.382660,-693.264465
1454978661.032693,182.885635,115.155228,-693.042847
1454978661.052742,182.735275,115.079697,-693.043457
1454978661.072762,183.260773,115.156265,-693.340759
1454978661.092782,183.786865,115.382950,-693.488647
1454978661.112832,183.636719,115.382736,-693.189453
1454978661.132882,182.960632,115.155487,-693.042419
1454978661.152901,182.735016,115.004562,-693.193176
1454978661.172920,183.110382,115.080811,-693.266357
1454978661.192971,183.486115,115.232056,-693.339783
1454978661.213021,183.412323,115.456406,-693.715942
1454978661.233041,182.886993,115.455215,-693.043884
1454978661.253060,182.211884,115.377380,-693.497375
1454978661.273110,182.362427,115.452469,-693.946777
1454978661.293159,181.688278,115.599777,-694.251038
1454978661.313210,182.513947,115.752701,-694.246948
1454978661.333260,181.837982,115.525177,-694.399902
1454978661.353310,181.389023,115.748581,-694.403198
1454978661.373330,181.462296,115.373917,-694.326477
1454978661.393380,182.139923,115.900772,-694.849548
1454978661.413429,181.764877,115.899521,-694.776611
1454978661.433480,180.940399,115.971313,-695.081482
1454978661.453530,180.940048,115.896301,-695.081177
1454978661.473580,180.415054,115.894440,-695.084106
1454978661.493630,180.865982,116.045532,-695.607117
1454978661.513680,181.014206,115.671204,-695.454956
1454978661.533761,179.815918,116.041946,-695.462952
1454978661.553811,179.665695,115.966202,-695.688477
1454978661.573861,179.066452,116.113922,-695.842346
1454978661.593911,179.517929,116.415283,-696.065918
1454978661.613961,178.693192,116.487518,-695.920776
1454978661.634011,178.319214,116.711182,-695.923584
1454978661.654061,178.544220,116.711975,-695.922363
1454978661.674111,178.769485,116.787933,-695.771362
1454978661.694160,179.370346,116.939682,-696.143555
1454978661.714211,178.768845,116.637863,-695.845825
1454978661.734231,178.770889,117.087860,-695.847412
1454978661.754281,178.620209,116.937317,-695.847717
1454978661.774331,178.469452,116.786942,-695.698059
1454978661.794381,179.144897,116.864105,-695.919556
1454978661.814401,178.320206,116.936249,-695.849365
1454978661.834450,178.470184,116.936859,-695.773560
1454978661.854501,178.469849,116.861862,-695.773315
1454978661.874551,178.620438,117.012558,-695.623047
1454978661.894601,179.144669,116.788895,-696.144287
1454978661.914651,178.470581,117.011719,-695.923828
1454978661.934700,178.394684,116.786240,-696.148438
1454978661.954720,178.469299,116.711563,-696.072754
1454978661.974770,178.695084,116.862137,-696.297058
1454978661.994820,178.920364,116.938080,-696.146057
1454978662.014870,178.770203,116.937851,-695.846924
1454978662.034921,178.470215,116.936783,-695.848572
1454978662.055001,178.695206,116.937576,-695.847290
1454978662.075021,178.394989,116.861298,-696.073730
1454978662.095040,179.521439,117.165070,-696.293518
1454978662.115090,178.545288,116.936890,-695.998169
1454978662.135110,178.845276,116.937958,-695.996460
1454978662.155159,178.470322,116.936554,-696.073547
1454978662.175210,178.620575,117.012253,-695.922974
1454978662.195290,179.145416,116.938736,-696.294800
1454978662.215310,178.470444,117.012024,-695.623840
1454978662.235360,178.321335,117.161026,-696.075195
1454978662.255440,178.320282,116.936096,-695.999390
1454978662.275491,178.469635,116.786560,-696.072998
1454978662.295541,179.370300,116.939743,-696.068604
1454978662.315591,178.620895,117.087326,-695.848267
1454978662.335641,178.470520,117.011871,-695.773804
1454978662.355690,178.470108,116.937012,-695.623535
1454978662.375741,178.471390,117.161499,-696.149353
1454978662.395791,179.446335,117.165009,-696.068970
1454978662.415841,178.769073,116.713089,-695.621094
1454978662.435891,178.545792,117.087280,-695.623657
1454978662.455940,178.470551,117.011795,-695.848816
1454978662.475960,179.145996,117.088959,-696.070312
1454978662.496011,179.146103,117.088745,-696.295349
1454978662.516030,177.720627,117.008987,-696.002991
1454978662.536080,178.244217,116.710922,-695.924011
1454978662.556130,178.544556,116.786972,-695.922607
1454978662.576180,178.995789,117.088882,-695.621216
1454978662.596230,179.145752,117.013748,-696.295044
1454978662.616234,178.470291,116.936630,-695.998535
1454978662.636284,178.468613,116.561569,-696.072266
1454978662.656304,178.469345,116.711502,-696.147766
1454978662.676354,178.920654,117.013153,-696.071350
1454978662.696374,178.845078,116.862671,-696.296204
1454978662.716424,178.020294,116.935043,-696.001038
1454978662.736443,178.769257,116.712708,-695.996094
1454978662.756463,178.169266,116.710571,-695.999451
1454978662.776513,177.945435,116.934479,-696.301453
1454978662.796563,179.143951,116.638962,-696.068726
1454978662.816613,178.169525,116.785721,-695.849731
1454978662.836693,178.618927,116.637177,-695.996704
1454978662.856743,178.169296,116.710495,-696.074463
1454978662.876763,178.995422,116.938202,-696.295654
1454978662.896813,179.145096,116.939407,-695.619812
1454978662.916833,178.319489,116.786331,-695.773865
1454978662.936883,178.394272,116.711380,-695.998169
1454978662.956933,178.469528,116.786789,-695.848022
1454978662.976983,179.145416,116.938736,-696.294800
1454978662.997033,179.070236,116.938828,-695.920227
1454978663.017083,178.318924,116.636108,-695.998352
1454978663.037133,178.169220,116.710648,-695.924438
1454978663.057183,178.693130,116.487671,-695.770752
1454978663.077233,179.369690,116.789612,-696.218018
1454978663.097283,178.470291,116.936630,-695.998535
1454978663.117333,178.244522,116.785995,-695.849304
1454978663.137414,178.544296,116.711823,-696.072388
1454978663.157464,179.144287,116.713959,-696.069031
1454978663.177483,179.369766,116.789459,-696.368042
1454978663.197533,178.394531,116.786530,-695.848450
1454978663.217553,178.693527,116.562515,-695.921021
1454978663.237572,178.394638,116.786301,-696.073486
1454978663.257622,178.243820,116.636078,-695.773743
1454978663.277642,178.920029,116.863083,-696.145813
1454978663.297661,178.469193,116.711792,-695.847778
1454978663.317681,178.243881,116.635925,-695.923767
1454978663.337731,178.468170,116.486801,-695.846985
1454978663.357751,178.694290,116.712357,-696.071533
1454978663.377770,179.370346,116.939682,-696.143555
1454978663.397820,178.318161,116.486267,-695.847839
1454978663.417840,178.468857,116.636795,-695.847534
1454978663.437859,178.844025,116.637756,-696.220398
1454978663.457879,178.243576,116.560852,-695.998474
1454978663.477898,179.220352,116.939148,-696.144409
1454978663.497948,178.093964,116.635239,-696.074585
1454978663.517968,178.170288,116.935562,-696.000244
1454978663.537987,178.170212,116.935715,-695.850220
1454978663.558037,178.019119,116.710358,-695.700317
1454978663.578057,179.071228,117.088242,-696.520752
1454978663.598107,178.394348,116.711243,-696.148193
1454978663.618126,178.318817,116.636337,-695.773315
1454978663.638177,178.468933,116.636642,-695.997498
1454978663.658227,178.544266,116.711899,-695.997375
1454978663.678277,178.994339,116.713364,-696.144897
1454978663.698327,178.018860,116.635208,-695.849976
1454978663.718346,178.170288,116.935562,-696.000244
1454978663.738366,178.469528,116.786789,-695.848022
1454978663.758416,178.170029,116.860428,-696.149963
1454978663.778435,179.145020,116.863892,-696.144531
1454978663.798455,177.869293,116.709442,-696.076111
1454978663.818505,178.394531,116.786530,-695.848450
1454978663.838524,178.243134,116.486084,-695.773254
1454978663.858574,178.092697,116.335022,-696.298523
1454978663.878625,178.844727,116.787674,-696.295959
1454978663.898675,178.094193,116.710464,-695.849854
1454978663.918755,178.693848,116.637589,-695.846252
1454978663.938805,178.243576,116.560852,-695.998474
1454978663.958855,178.243683,116.560638,-696.223511
1454978663.978905,178.919373,116.713013,-696.220276
1454978663.998925,178.467941,116.411560,-696.071716
1454978664.018975,177.943542,116.559860,-695.925171
1454978664.039025,178.619370,116.711960,-696.221924
1454978664.059075,178.394485,116.710938,-696.448181
1454978664.079125,178.920059,116.863007,-696.220825
1454978664.099145,178.018967,116.634979,-696.075012
1454978664.119195,178.093506,116.560471,-695.849304
1454978664.139214,178.243164,116.486008,-695.848267
1454978664.159264,179.070160,116.863312,-696.444946
1454978664.179314,178.920319,116.938141,-696.071045
1454978664.199364,178.094223,116.710388,-695.924866
1454978664.219414,178.169876,116.860718,-695.849976
1454978664.239495,178.469498,116.786865,-695.773071
1454978664.259514,179.070084,116.863464,-696.294983
1454978664.279534,179.144287,116.713959,-696.069031
1454978664.299584,177.944565,116.784851,-695.925964
1454978664.319604,178.018936,116.635056,-696.000000
1454978664.339623,178.019226,116.710129,-695.925293
1454978664.359673,178.844620,116.787888,-696.070923
1454978664.379693,179.220123,116.863922,-696.369141
1454978664.399712,177.868744,116.634903,-695.625854
1454978664.419762,177.794296,116.709167,-696.076538
1454978664.439782,178.318161,116.486267,-695.847839
1454978664.459832,179.142624,116.338898,-696.142700
1454978664.479882,178.844055,116.637680,-696.295410
1454978664.499932,178.018860,116.635208,-695.849976
1454978664.519982,178.544113,116.712204,-695.697388
1454978664.540032,177.942841,116.409927,-695.849609
1454978664.560082,178.919006,116.638092,-696.145020
1454978664.580132,178.919876,116.863373,-695.845825
1454978664.600182,178.245544,117.011002,-695.850098
1454978664.620232,178.095215,116.935455,-695.850647
1454978664.640252,178.243500,116.561005,-695.848511
1454978664.660302,179.518341,116.490158,-696.216187
1454978664.680321,178.993195,116.488586,-695.919067
1454978664.700402,178.244980,116.860764,-696.074524
1454978664.720452,178.318954,116.636032,-696.073364
1454978664.740502,178.169006,116.635437,-696.149170
1454978664.760552,178.920319,116.938141,-696.071045
1454978664.780602,178.470184,116.936859,-695.773560
1454978664.800622,178.393784,116.636688,-695.697937
1454978664.820672,178.018143,116.485291,-695.774475
1454978664.840722,178.243652,116.560715,-696.148499
1454978664.860772,178.919632,116.788147,-696.070557
1454978664.880852,178.169220,116.710648,-695.924438
1454978664.900872,178.392517,116.336456,-695.921875
1454978664.920952,178.619080,116.712555,-695.621948
1454978664.941002,178.468201,116.486725,-695.921997
1454978664.961053,179.068268,116.488693,-696.068665
1454978664.981103,178.019165,116.710281,-695.775269
1454978665.001153,178.393967,116.636307,-696.072937
1454978665.021203,178.319290,116.711029,-696.073608
1454978665.041253,178.169525,116.785721,-695.849731
1454978665.061303,179.069977,116.863678,-696.069946
1454978665.081322,178.244263,116.710846,-695.999023
1454978665.101372,178.244629,116.785767,-696.074280
1454978665.121422,178.018936,116.635056,-696.000000
1454978665.141472,178.244675,116.785706,-696.149292
1454978665.161492,179.070160,116.863312,-696.444946
1454978665.181542,178.018967,116.634979,-696.075012
1454978665.201562,178.019852,116.860275,-695.775818
1454978665.221642,178.018433,116.560364,-695.699768
1454978665.241692,177.793610,116.559174,-696.075989
1454978665.261712,178.845718,117.012756,-696.221741
1454978665.281792,178.019638,116.784973,-696.075562
1454978665.301842,178.318268,116.486038,-696.072815
1454978665.321892,178.469193,116.711792,-695.847778
1454978665.341942,178.169296,116.710495,-696.074463
1454978665.361962,179.069672,116.788620,-696.144714
1454978665.382012,178.543243,116.486908,-695.996582
1454978665.402062,178.244293,116.710770,-696.074036
1454978665.422143,178.018860,116.635208,-695.849976
1454978665.442162,178.169342,116.710434,-696.149414
1454978665.462243,179.145721,117.013824,-696.220093
1454978665.482293,178.245132,116.860474,-696.374512
1454978665.502343,177.944565,116.784851,-695.925964
1454978665.522393,178.243820,116.636078,-695.773743
1454978665.542443,178.320389,116.935883,-696.224365
1454978665.562462,178.770081,116.862411,-696.296631
1454978665.582512,178.244186,116.710999,-695.848999
1454978665.602563,178.169083,116.710953,-695.624451
1454978665.622613,178.019501,116.785278,-695.775513
1454978665.642663,178.544708,116.786682,-696.222595
1454978665.662682,178.920395,116.938004,-696.221069
1454978665.682702,178.093201,116.485397,-695.924072
1454978665.702752,178.094879,116.860458,-695.850342
1454978665.722771,178.543472,116.562134,-695.771851
1454978665.742821,178.995026,116.863358,-696.145386
1454978665.762841,178.919342,116.713089,-696.145264
1454978665.782891,178.019196,116.710205,-695.850281
1454978665.802910,178.169220,116.710648,-695.924438
1454978665.822960,178.094528,116.785461,-695.850098
1454978665.843011,178.845078,116.862671,-696.296204
1454978665.863030,179.071152,117.088394,-696.370728
1454978665.883080,178.245316,116.935760,-696.074829
1454978665.903130,177.794266,116.709244,-696.001526
1454978665.923180,178.318390,116.561493,-695.623108
1454978665.943230,178.995209,116.862976,-696.520386
1454978665.963280,178.844666,116.787827,-696.145935
1454978665.983330,178.095032,116.860168,-696.150391
1454978666.003380,178.168854,116.635727,-695.849182
1454978666.023400,178.243851,116.636002,-695.848755
1454978666.043450,178.919983,116.863144,-696.070801
1454978666.063500,178.919525,116.788376,-695.845581
1454978666.083520,178.693954,116.637360,-696.071289
1454978666.103570,178.094559,116.785385,-695.925110
1454978666.123589,177.794113,116.709549,-695.701538
1454978666.143609,178.694977,116.862350,-696.072021
1454978666.163659,178.844833,116.863190,-695.771240
1454978666.183678,177.944305,116.709702,-696.075684
1454978666.203698,177.944046,116.710236,-695.550720
1454978666.223748,177.869186,116.709671,-695.851074
1454978666.243767,178.920578,117.013306,-695.921326
1454978666.263817,178.619629,116.787094,-696.072205
1454978666.283867,177.870209,116.934662,-695.851868
1454978666.303948,178.093857,116.635468,-695.849609
1454978666.323968,178.019226,116.710129,-695.925293
1454978666.344018,178.619629,116.787094,-696.072205
1454978666.364068,178.467514,116.336716,-695.921448
1454978666.384118,178.244522,116.785995,-695.849304
1454978666.404137,178.394348,116.711243,-696.148193
1454978666.424157,178.469193,116.711792,-695.847778
1454978666.444207,178.694366,116.712219,-696.221558
1454978666.464226,177.944992,116.859695,-696.076172
1454978666.484246,178.244904,116.860916,-695.924561
1454978666.504265,178.019302,116.709976,-696.075256
1454978666.524315,178.019165,116.710281,-695.775269
1454978666.544335,178.619293,116.712097,-696.071960
1454978666.564385,178.019302,116.709976,-696.075256
1454978666.584435,177.418945,116.632919,-696.003296
1454978666.604455,177.943481,116.560013,-695.775146
1454978666.624505,177.868927,116.634521,-696.000854
