timestamp,quaternion x,quaternion y,quaternion z,quaternion w,pitch (in radians),roll (in radians),yaw (in radians)
1454978652.656304,0.001516,0.010215,-0.000539,0.999947,0.003021,0.020432,-0.001109
1454978652.676293,0.001524,0.010195,-0.000549,0.999947,0.003036,0.020393,-0.001129
1454978652.696251,0.001560,0.010179,-0.000562,0.999947,0.003108,0.020361,-0.001156
1454978652.716240,0.001557,0.010169,-0.000579,0.999947,0.003101,0.020341,-0.001189
1454978652.736229,0.001527,0.010159,-0.000590,0.999947,0.003041,0.020319,-0.001211
1454978652.756218,0.001509,0.010129,-0.000606,0.999947,0.003006,0.020260,-0.001243
1454978652.776207,0.001529,0.010091,-0.000627,0.999948,0.003045,0.020185,-0.001286
1454978652.796166,0.001579,0.010098,-0.000640,0.999948,0.003144,0.020198,-0.001313
1454978652.816155,0.001592,0.010113,-0.000649,0.999947,0.003170,0.020228,-0.001329
1454978652.836144,0.001570,0.010135,-0.000660,0.999947,0.003126,0.020273,-0.001351
1454978652.856133,0.001550,0.010129,-0.000673,0.999947,0.003086,0.020260,-0.001378
1454978652.876122,0.001559,0.010110,-0.000684,0.999947,0.003105,0.020223,-0.001400
1454978652.896080,0.001578,0.010142,-0.000698,0.999947,0.003142,0.020286,-0.001427
1454978652.916069,0.001609,0.010140,-0.000714,0.999947,0.003203,0.020283,-0.001460
1454978652.936058,0.001635,0.010111,-0.000727,0.999947,0.003255,0.020224,-0.001487
1454978652.956047,0.001592,0.010086,-0.000733,0.999948,0.003169,0.020175,-0.001498
1454978652.976036,0.001550,0.010093,-0.000744,0.999948,0.003084,0.020188,-0.001519
1454978652.995995,0.001569,0.010095,-0.000757,0.999948,0.003122,0.020192,-0.001546
1454978653.015984,0.001594,0.010107,-0.000776,0.999947,0.003172,0.020216,-0.001584
1454978653.035973,0.001620,0.010141,-0.000787,0.999947,0.003224,0.020285,-0.001606
1454978653.055962,0.001583,0.010152,-0.000800,0.999947,0.003149,0.020306,-0.001633
1454978653.075951,0.001577,0.010142,-0.000825,0.999947,0.003137,0.020288,-0.001681
1454978653.095909,0.001605,0.010154,-0.000838,0.999947,0.003192,0.020310,-0.001708
1454978653.115898,0.001654,0.010159,-0.000859,0.999947,0.003291,0.020322,-0.001751
1454978653.135887,0.001659,0.010184,-0.000870,0.999946,0.003300,0.020370,-0.001773
1454978653.155876,0.001661,0.010180,-0.000875,0.999946,0.003303,0.020363,-0.001784
1454978653.175865,0.001620,0.010164,-0.000884,0.999947,0.003221,0.020332,-0.001801
1454978653.195824,0.001619,0.010160,-0.000895,0.999947,0.003219,0.020323,-0.001822
1454978653.215813,0.001622,0.010148,-0.000908,0.999947,0.003225,0.020299,-0.001849
1454978653.235802,0.001659,0.010153,-0.000921,0.999947,0.003298,0.020310,-0.001876
1454978653.255791,0.001635,0.010136,-0.000933,0.999947,0.003252,0.020276,-0.001898
1454978653.275780,0.001629,0.010149,-0.000938,0.999947,0.003238,0.020301,-0.001909
1454978653.295738,0.001637,0.010158,-0.000952,0.999947,0.003255,0.020319,-0.001937
1454978653.315727,0.001706,0.010164,-0.000964,0.999946,0.003392,0.020331,-0.001963
1454978653.335716,0.001705,0.010152,-0.000975,0.999947,0.003390,0.020309,-0.001985
1454978653.355705,0.001686,0.010143,-0.000981,0.999947,0.003352,0.020289,-0.001996
1454978653.375694,0.001678,0.010108,-0.000995,0.999947,0.003335,0.020219,-0.002023
1454978653.395684,0.001687,0.010103,-0.001011,0.999947,0.003353,0.020210,-0.002056
1454978653.415642,0.001709,0.010105,-0.001019,0.999947,0.003397,0.020214,-0.002072
1454978653.435631,0.001739,0.010088,-0.001030,0.999947,0.003456,0.020180,-0.002094
1454978653.455620,0.001720,0.010078,-0.001049,0.999947,0.003419,0.020161,-0.002132
1454978653.475609,0.001714,0.010059,-0.001068,0.999947,0.003406,0.020123,-0.002170
1454978653.495598,0.001690,0.010068,-0.001082,0.999947,0.003359,0.020140,-0.002197
1454978653.515557,0.001684,0.010071,-0.001101,0.999947,0.003346,0.020146,-0.002235
1454978653.535546,0.001703,0.010045,-0.001117,0.999947,0.003383,0.020095,-0.002268
1454978653.555535,0.001742,0.009993,-0.001130,0.999948,0.003462,0.019990,-0.002295
1454978653.575524,0.001755,0.009963,-0.001149,0.999948,0.003487,0.019931,-0.002333
1454978653.595513,0.001769,0.009918,-0.001157,0.999949,0.003514,0.019840,-0.002350
1454978653.615471,0.001774,0.009893,-0.001163,0.999949,0.003525,0.019791,-0.002361
1454978653.635460,0.001776,0.009860,-0.001184,0.999949,0.003528,0.019725,-0.002404
1454978653.655449,0.001773,0.009854,-0.001206,0.999949,0.003522,0.019712,-0.002447
1454978653.675438,0.001779,0.009838,-0.001220,0.999949,0.003534,0.019680,-0.002474
1454978653.695427,0.001787,0.009831,-0.001236,0.999949,0.003549,0.019667,-0.002507
1454978653.715386,0.001766,0.009844,-0.001258,0.999949,0.003506,0.019692,-0.002550
1454978653.735375,0.001540,0.009611,-0.001387,0.999952,0.003053,0.019227,-0.002804
1454978653.755364,0.000980,0.008892,-0.003085,0.999955,0.001905,0.017790,-0.006187
1454978653.775353,0.000978,0.008897,-0.006635,0.999938,0.001838,0.017808,-0.013286
1454978653.795342,0.000989,0.008913,-0.011295,0.999896,0.001776,0.017848,-0.022607
1454978653.815300,0.000983,0.008941,-0.015697,0.999836,0.001686,0.017911,-0.031413
1454978653.835289,0.000969,0.008993,-0.019568,0.999768,0.001586,0.018021,-0.039155
1454978653.855278,0.000955,0.009036,-0.023271,0.999688,0.001488,0.018112,-0.046562
1454978653.875267,0.000934,0.009085,-0.026640,0.999603,0.001384,0.018215,-0.053300
1454978653.895256,0.000904,0.009144,-0.030145,0.999503,0.001255,0.018334,-0.060314
1454978653.915215,0.000874,0.009210,-0.035435,0.999329,0.001095,0.018470,-0.070899
1454978653.935204,0.000851,0.009260,-0.042760,0.999042,0.000908,0.018575,-0.085559
1454978653.955193,0.000816,0.009308,-0.050940,0.998658,0.000681,0.018675,-0.101935
1454978653.975182,0.000792,0.009364,-0.057538,0.998299,0.000504,0.018789,-0.115150
1454978653.995171,0.000785,0.009381,-0.060315,0.998135,0.000436,0.018822,-0.120714
1454978654.015129,0.000790,0.009393,-0.060350,0.998133,0.000442,0.018847,-0.120784
1454978654.035118,0.000791,0.009408,-0.060359,0.998132,0.000444,0.018878,-0.120800
1454978654.055107,0.000793,0.009421,-0.060372,0.998131,0.000445,0.018903,-0.120828
1454978654.075096,0.000787,0.009442,-0.060399,0.998129,0.000430,0.018944,-0.120882
1454978654.095085,0.000786,0.009457,-0.060410,0.998129,0.000426,0.018975,-0.120904
1454978654.115074,0.000792,0.009461,-0.060427,0.998127,0.000438,0.018984,-0.120937
1454978654.135033,0.000794,0.009474,-0.060438,0.998127,0.000439,0.019010,-0.120959
1454978654.155022,0.000795,0.009492,-0.060446,0.998126,0.000440,0.019045,-0.120976
1454978654.175011,0.000797,0.009512,-0.060465,0.998125,0.000441,0.019087,-0.121014
1454978654.195000,0.000873,0.009542,-0.060483,0.998123,0.000588,0.019154,-0.121052
1454978654.214989,0.000939,0.009622,-0.060504,0.998121,0.000710,0.019322,-0.121095
1454978654.234947,0.001045,0.009666,-0.060522,0.998119,0.000916,0.019424,-0.121133
1454978654.254936,0.001107,0.009678,-0.060541,0.998118,0.001038,0.019455,-0.121171
1454978654.274925,0.001168,0.009699,-0.060554,0.998117,0.001157,0.019504,-0.121199
1454978654.294914,0.001203,0.009700,-0.060570,0.998116,0.001227,0.019510,-0.121232
1454978654.314903,0.001237,0.009701,-0.060591,0.998115,0.001294,0.019517,-0.121275
1454978654.334862,0.001287,0.009694,-0.060615,0.998113,0.001394,0.019508,-0.121324
1454978654.354851,0.001341,0.009696,-0.060634,0.998112,0.001502,0.019520,-0.121362
1454978654.374840,0.001353,0.009740,-0.062689,0.997985,0.001479,0.019612,-0.125480
1454978654.394829,0.001325,0.009832,-0.068039,0.997633,0.001305,0.019798,-0.136203
1454978654.414818,0.001292,0.009924,-0.071821,0.997367,0.001152,0.019983,-0.143785
1454978654.434777,0.001271,0.009996,-0.075534,0.997092,0.001025,0.020128,-0.151229
1454978654.454766,0.001249,0.010079,-0.080349,0.996715,0.000871,0.020294,-0.160889
1454978654.474755,0.001203,0.010227,-0.086515,0.996197,0.000627,0.020586,-0.173263
1454978654.494744,0.001126,0.010515,-0.095304,0.995392,0.000237,0.021150,-0.190912
1454978654.514733,0.001048,0.010868,-0.104435,0.994472,-0.000186,0.021837,-0.209261
1454978654.534691,0.000973,0.011253,-0.114000,0.993417,-0.000633,0.022581,-0.228503
1454978654.554680,0.000921,0.011514,-0.124245,0.992184,-0.001034,0.023079,-0.249138
1454978654.574669,0.000867,0.011763,-0.135264,0.990739,-0.001465,0.023545,-0.271362
1454978654.594658,0.000796,0.012115,-0.149243,0.988726,-0.002041,0.024197,-0.299604
1454978654.614647,0.000717,0.012260,-0.166401,0.985982,-0.002666,0.024418,-0.334350
1454978654.634606,0.000652,0.012061,-0.184105,0.982832,-0.003160,0.023951,-0.370312
1454978654.654595,0.000577,0.012380,-0.199949,0.979728,-0.003821,0.024492,-0.402597
1454978654.674584,0.000528,0.012600,-0.214948,0.976544,-0.004386,0.024839,-0.433257
1454978654.694573,0.000442,0.012509,-0.230520,0.972987,-0.004908,0.024549,-0.465200
1454978654.714562,0.000347,0.012377,-0.246532,0.969055,-0.005430,0.024162,-0.498174
1454978654.734520,0.000266,0.012377,-0.264981,0.964174,-0.006047,0.024010,-0.536339
1454978654.754509,0.000190,0.012447,-0.281965,0.959344,-0.006655,0.023991,-0.571650
1454978654.774498,0.000089,0.012437,-0.297233,0.954724,-0.007223,0.023803,-0.603550
1454978654.794487,-0.000013,0.012214,-0.311798,0.950070,-0.007641,0.023202,-0.634129
1454978654.814476,-0.000105,0.012126,-0.327080,0.944919,-0.008132,0.022850,-0.666381
1454978654.834465,-0.000198,0.012172,-0.343033,0.939245,-0.008723,0.022733,-0.700242
1454978654.854424,-0.000278,0.012226,-0.360065,0.932847,-0.009324,0.022613,-0.736627
1454978654.874413,-0.000332,0.012263,-0.374541,0.927129,-0.009802,0.022494,-0.767753
1454978654.894402,-0.000391,0.012320,-0.384555,0.923020,-0.010197,0.022447,-0.789400
1454978654.914391,-0.000437,0.012359,-0.391392,0.920141,-0.010478,0.022406,-0.804234
1454978654.934380,-0.000469,0.012407,-0.398894,0.916913,-0.010759,0.022382,-0.820568
1454978654.954338,-0.000515,0.012497,-0.411069,0.911518,-0.011213,0.022362,-0.847198
1454978654.974327,-0.000618,0.012608,-0.431043,0.902243,-0.011985,0.022221,-0.891240
1454978654.994316,-0.000742,0.012619,-0.454904,0.890451,-0.012802,0.021801,-0.944471
1454978655.014305,-0.000904,0.012735,-0.479566,0.877413,-0.013801,0.021484,-1.000262
1454978655.034294,-0.001054,0.012812,-0.503559,0.863865,-0.014725,0.021077,-1.055368
1454978655.054253,-0.001207,0.012852,-0.525082,0.850953,-0.015551,0.020610,-1.105566
1454978655.074242,-0.001282,0.012897,-0.542027,0.840261,-0.016136,0.020287,-1.145638
1454978655.094231,-0.001376,0.012885,-0.556861,0.830504,-0.016635,0.019874,-1.181152
1454978655.114220,-0.001405,0.012814,-0.570480,0.821210,-0.016928,0.019447,-1.214132
1454978655.134209,-0.001417,0.012736,-0.579712,0.814721,-0.017077,0.019114,-1.236703
1454978655.154167,-0.001426,0.012706,-0.584118,0.811568,-0.017160,0.018962,-1.247540
1454978655.174156,-0.001414,0.012722,-0.585118,0.810847,-0.017182,0.018980,-1.250006
1454978655.194145,-0.001409,0.012704,-0.585215,0.810777,-0.017155,0.018954,-1.250247
1454978655.214134,-0.001390,0.012679,-0.585237,0.810762,-0.017095,0.018936,-1.250301
1454978655.234123,-0.001381,0.012632,-0.585251,0.810753,-0.017025,0.018870,-1.250335
1454978655.254082,-0.001371,0.012630,-0.585264,0.810743,-0.017007,0.018879,-1.250368
1454978655.274071,-0.001355,0.012631,-0.585269,0.810740,-0.016984,0.018898,-1.250379
1454978655.294060,-0.001347,0.012641,-0.585273,0.810736,-0.016982,0.018923,-1.250391
1454978655.314049,-0.001331,0.012661,-0.585287,0.810726,-0.016980,0.018974,-1.250423
1454978655.334038,-0.001321,0.012668,-0.585302,0.810715,-0.016972,0.018998,-1.250461
1454978655.353996,-0.000931,0.012664,-0.585310,0.810710,-0.016335,0.019447,-1.250482
1454978655.373986,-0.000580,0.012502,-0.586292,0.810003,-0.015601,0.019577,-1.252908
1454978655.393975,-0.000592,0.012455,-0.591413,0.806272,-0.015687,0.019388,-1.265583
1454978655.413964,-0.000634,0.012431,-0.599864,0.800005,-0.015928,0.019132,-1.286627
1454978655.433953,-0.000678,0.012379,-0.608848,0.793190,-0.016149,0.018816,-1.309181
1454978655.453942,-0.000690,0.012470,-0.614225,0.789032,-0.016408,0.018834,-1.322774
1454978655.473900,-0.000666,0.012524,-0.615158,0.788304,-0.016460,0.018930,-1.325139
1454978655.493889,-0.000664,0.012515,-0.617842,0.786203,-0.016510,0.018862,-1.331958
1454978655.513878,-0.000710,0.012404,-0.622573,0.782463,-0.016556,0.018531,-1.344022
1454978655.533867,-0.000759,0.012279,-0.628229,0.777931,-0.016610,0.018153,-1.358521
1454978655.553856,-0.000801,0.012226,-0.634507,0.772820,-0.016755,0.017884,-1.374714
1454978655.573815,-0.000821,0.012240,-0.640321,0.768010,-0.016937,0.017753,-1.389807
1454978655.593804,-0.000829,0.012231,-0.645539,0.763629,-0.017059,0.017613,-1.403433
1454978655.613793,-0.000841,0.012256,-0.650718,0.759220,-0.017228,0.017519,-1.417038
1454978655.633782,-0.000853,0.012251,-0.655727,0.754898,-0.017355,0.017380,-1.430271
1454978655.653771,-0.000897,0.012230,-0.661499,0.749846,-0.017525,0.017158,-1.445614
1454978655.673729,-0.000972,0.012185,-0.668545,0.743572,-0.017738,0.016825,-1.464485
1454978655.693718,-0.000992,0.012162,-0.675821,0.736965,-0.017902,0.016589,-1.484144
1454978655.713707,-0.000993,0.012173,-0.681359,0.731847,-0.018043,0.016468,-1.499226
1454978655.733696,-0.000983,0.012163,-0.684585,0.728831,-0.018086,0.016387,-1.508059
1454978655.753685,-0.000959,0.012195,-0.686235,0.727277,-0.018133,0.016426,-1.512593
1454978655.773644,-0.000924,0.012240,-0.687131,0.726429,-0.018165,0.016515,-1.515059
1454978655.793633,-0.000907,0.012260,-0.688345,0.725280,-0.018195,0.016539,-1.518402
1454978655.813622,-0.000901,0.012303,-0.689589,0.724096,-0.018275,0.016578,-1.521835
1454978655.833611,-0.000883,0.012338,-0.690512,0.723215,-0.018317,0.016629,-1.524387
1454978655.853600,-0.000873,0.012349,-0.691440,0.722328,-0.018339,0.016637,-1.526954
1454978655.873558,-0.000867,0.012352,-0.692249,0.721552,-0.018354,0.016629,-1.529197
1454978655.893547,-0.000862,0.012341,-0.692767,0.721055,-0.018343,0.016606,-1.530633
1454978655.913536,-0.000851,0.012346,-0.693543,0.720309,-0.018352,0.016610,-1.532786
1454978655.933525,-0.000846,0.012377,-0.694694,0.719198,-0.018414,0.016630,-1.535985
1454978655.953514,-0.001270,0.012079,-0.696072,0.717870,-0.018640,0.015578,-1.539821
1454978655.973473,-0.001874,0.011570,-0.697880,0.716119,-0.018833,0.013958,-1.544868
1454978655.993462,-0.002714,0.011091,-0.700219,0.713837,-0.019408,0.012037,-1.551419
1454978656.013451,-0.003353,0.010761,-0.703173,0.710930,-0.019902,0.010588,-1.559721
1454978656.033440,-0.002206,0.010881,-0.706234,0.707892,-0.018493,0.012292,-1.568338
1454978656.053429,-0.002161,0.010981,-0.706931,0.707194,-0.018583,0.012478,-1.570310
1454978656.073387,-0.002124,0.011046,-0.706956,0.707168,-0.018624,0.012622,-1.570379
1454978656.093376,-0.002102,0.011074,-0.706968,0.707156,-0.018632,0.012693,-1.570411
1454978656.113365,-0.002083,0.011080,-0.706979,0.707145,-0.018614,0.012727,-1.570444
1454978656.133354,-0.002076,0.011075,-0.706985,0.707139,-0.018597,0.012730,-1.570460
1454978656.153343,-0.002075,0.011079,-0.706989,0.707135,-0.018600,0.012738,-1.570472
1454978656.173332,-0.002064,0.011092,-0.707000,0.707123,-0.018604,0.012772,-1.570504
1454978656.193291,-0.002041,0.011117,-0.707004,0.707119,-0.018607,0.012838,-1.570515
1454978656.213280,-0.002019,0.011141,-0.707018,0.707105,-0.018611,0.012903,-1.570553
1454978656.233269,-0.002010,0.011153,-0.707026,0.707097,-0.018614,0.012932,-1.570575
1454978656.253258,-0.001190,0.011269,-0.707021,0.707101,-0.017618,0.014257,-1.570557
1454978656.273247,-0.000514,0.011337,-0.707025,0.707097,-0.016759,0.015309,-1.570567
1454978656.293205,0.000062,0.011362,-0.707030,0.707092,-0.015980,0.016158,-1.570580
1454978656.313194,0.000614,0.011378,-0.707041,0.707081,-0.015221,0.016962,-1.570611
1454978656.333184,0.001188,0.011449,-0.707047,0.707073,-0.014511,0.017874,-1.570631
1454978656.353173,0.001630,0.011493,-0.707049,0.707069,-0.013948,0.018561,-1.570638
1454978656.373162,0.001994,0.011466,-0.707052,0.707066,-0.013395,0.019038,-1.570648
1454978656.393120,0.002265,0.011402,-0.707055,0.707063,-0.012921,0.019330,-1.570661
1454978656.413109,0.002577,0.011364,-0.707068,0.707049,-0.012426,0.019716,-1.570700
1454978656.433098,0.002870,0.011397,-0.707071,0.707045,-0.012059,0.020178,-1.570712
1454978656.453087,0.003167,0.011431,-0.707079,0.707035,-0.011687,0.020646,-1.570739
1454978656.473076,0.003435,0.011464,-0.707083,0.707030,-0.011355,0.021071,-1.570751
1454978656.493035,0.003731,0.011511,-0.707085,0.707025,-0.011004,0.021556,-1.570763
1454978656.513024,0.003913,0.011526,-0.707093,0.707016,-0.010767,0.021836,-1.570787
1454978656.533013,0.004107,0.011565,-0.707106,0.707001,-0.010548,0.022164,-1.570827
1454978656.553002,0.004274,0.011597,-0.707112,0.706994,-0.010357,0.022444,-1.570846
1454978656.572991,0.004450,0.011648,-0.707119,0.706985,-0.010181,0.022766,-1.570871
1454978656.592949,0.004633,0.011695,-0.707125,0.706977,-0.009989,0.023091,-1.570889
1454978656.612938,0.004773,0.011727,-0.707133,0.706968,-0.009836,0.023334,-1.570915
1454978656.632927,0.004917,0.011751,-0.707139,0.706960,-0.009667,0.023571,-1.570935
1454978656.652916,0.005055,0.011777,-0.707149,0.706949,-0.009510,0.023804,-1.570966
1454978656.672905,0.005141,0.011788,-0.707153,0.706943,-0.009403,0.023940,-1.570981
1454978656.692864,0.005245,0.011748,-0.707164,0.706932,-0.009200,0.024032,-1.571013
1454978656.712853,0.005356,0.011730,-0.707174,0.706921,-0.009018,0.024164,-1.571045
1454978656.732842,0.005493,0.011752,-0.707177,0.706918,-0.008855,0.024387,-1.571055
1454978656.752831,0.005589,0.011748,-0.707181,0.706912,-0.008715,0.024518,-1.571070
1454978656.772820,0.005676,0.011683,-0.707190,0.706904,-0.008500,0.024548,-1.571097
1454978656.792809,0.005784,0.011701,-0.707201,0.706892,-0.008372,0.024727,-1.571129
1454978656.812767,0.005953,0.011839,-0.707204,0.706885,-0.008329,0.025160,-1.571142
1454978656.832756,0.006150,0.012063,-0.707203,0.706881,-0.008368,0.025756,-1.571143
1454978656.852745,0.006158,0.012069,-0.707207,0.706877,-0.008365,0.025776,-1.571155
1454978656.872734,0.006139,0.012017,-0.707215,0.706870,-0.008318,0.025677,-1.571177
1454978656.892723,0.006171,0.011993,-0.707228,0.706857,-0.008240,0.025687,-1.571215
1454978656.912682,0.006262,0.012014,-0.707246,0.706838,-0.008141,0.025846,-1.571268
1454978656.932671,0.006408,0.012072,-0.707255,0.706826,-0.008016,0.026134,-1.571298
1454978656.952660,0.006551,0.012079,-0.707265,0.706815,-0.007826,0.026345,-1.571329
1454978656.972649,0.006606,0.012040,-0.707266,0.706814,-0.007693,0.026368,-1.571335
1454978656.992638,0.006591,0.011961,-0.707269,0.706813,-0.007602,0.026235,-1.571342
1454978657.012596,0.006546,0.011851,-0.707279,0.706804,-0.007510,0.026015,-1.571370
1454978657.032585,0.006602,0.011790,-0.707289,0.706796,-0.007345,0.026010,-1.571398
1454978657.052574,0.006676,0.011822,-0.707297,0.706786,-0.007287,0.026158,-1.571424
1454978657.072563,0.006764,0.011869,-0.707309,0.706772,-0.007230,0.026350,-1.571461
1454978657.092552,0.006845,0.011914,-0.707316,0.706764,-0.007179,0.026528,-1.571481
1454978657.112511,0.006882,0.011937,-0.707327,0.706753,-0.007159,0.026613,-1.571513
1454978657.132500,0.006910,0.011940,-0.707334,0.706745,-0.007125,0.026656,-1.571535
1454978657.152489,0.006968,0.011941,-0.707345,0.706733,-0.007043,0.026740,-1.571567
1454978657.172478,0.006993,0.011967,-0.707358,0.706720,-0.007045,0.026812,-1.571605
1454978657.192467,0.007075,0.011930,-0.707367,0.706710,-0.006878,0.026876,-1.571632
1454978657.212425,0.007088,0.011863,-0.707390,0.706688,-0.006766,0.026798,-1.571698
1454978657.232414,0.007105,0.011850,-0.707400,0.706679,-0.006723,0.026804,-1.571726
1454978657.252403,0.007155,0.011837,-0.707412,0.706666,-0.006636,0.026857,-1.571764
1454978657.272392,0.007183,0.011828,-0.707418,0.706660,-0.006583,0.026883,-1.571780
1454978657.292382,0.007174,0.011835,-0.707428,0.706650,-0.006605,0.026881,-1.571807
1454978657.312340,0.007205,0.011809,-0.707435,0.706643,-0.006525,0.026887,-1.571829
1454978657.332329,0.007234,0.011792,-0.707439,0.706639,-0.006460,0.026905,-1.571841
1454978657.352318,0.007270,0.011811,-0.707446,0.706631,-0.006437,0.026982,-1.571862
1454978657.372307,0.007330,0.011852,-0.707455,0.706621,-0.006410,0.027124,-1.571889
1454978657.392296,0.007341,0.011873,-0.707466,0.706609,-0.006425,0.027169,-1.571921
1454978657.412285,0.007368,0.011881,-0.707472,0.706603,-0.006399,0.027220,-1.571937
1454978657.432244,0.007378,0.011871,-0.707483,0.706592,-0.006370,0.027220,-1.571970
1454978657.452233,0.007416,0.011887,-0.707490,0.706584,-0.006340,0.027296,-1.571992
1454978657.472222,0.007456,0.011929,-0.707498,0.706576,-0.006343,0.027412,-1.572013
1454978657.492211,0.007479,0.011929,-0.707507,0.706566,-0.006312,0.027445,-1.572040
1454978657.512200,0.007487,0.011907,-0.707511,0.706563,-0.006269,0.027424,-1.572051
1454978657.532158,0.007493,0.011895,-0.707518,0.706555,-0.006243,0.027415,-1.572072
1454978657.552147,0.007526,0.011881,-0.707529,0.706545,-0.006178,0.027443,-1.572103
1454978657.572136,0.007577,0.011867,-0.707539,0.706534,-0.006086,0.027495,-1.572134
1454978657.592125,0.007618,0.011871,-0.707551,0.706521,-0.006035,0.027558,-1.572170
1454978657.612065,0.007647,0.011865,-0.707558,0.706514,-0.005984,0.027591,-1.572191
1454978657.632024,0.007670,0.011880,-0.707567,0.706505,-0.005974,0.027645,-1.572216
1454978657.652013,0.007700,0.011873,-0.707574,0.706498,-0.005921,0.027676,-1.572237
1454978657.672002,0.007728,0.011859,-0.707585,0.706487,-0.005863,0.027697,-1.572268
1454978657.691991,0.007748,0.011855,-0.707595,0.706476,-0.005829,0.027720,-1.572298
